id,alcohol,chlorides,citric acid,density,feat01,feat02,feat03,feat05,feat06,feat08,feat09,feat10,fixed acidity,free sulfur dioxide,pH,quality,residual sugar,sulphates,total sulfur dioxide,volatile acidity
27,9.1,0.094,0.58,1.0104,0.7980319287162274,0.8388347413856536,0.588258630297587,0.7779030674137175,0.28414033236913383,0.6170750659619645,0.7119879070669413,0.1675355287734419,10.1,11,3.32,4.878807630984313,3.4,4.58,45,0.51
28,12.6,0.030999999999999986,0,0.98258,0.6280114850960672,0.5870689209550619,0.30275236802279426,0.7200543906074017,0.5926276559475809,0.5723947880872874,0.8723419902380556,0.10467489785514772,5.6000000000000005,18,4.04,6.449583665479435,1.0999999999999999,4.59,48,0.75
29,12.1,0.093,0.67,1.0086,0.1703889372292906,0.7153335446491838,0.7048535443837718,0.03994730464182794,0.5777144872117788,0.5477119440363938,0.3820522613823414,0.6425857087597251,14,8,3.05,5.079664116523835,2.9,4.93,13,0.47
30,9.799999999999999,0.08199999999999999,0.02,1.00744,0.0010902760550379753,0.31241726665757596,0.4230617697830966,0.8665305832400918,0.5722564316820353,0.7846788405807259,0.04291877569630742,0.43778661941178143,7.3,26,3.5799999999999996,7.11166112427272,2.1999999999999997,4.53,92,0.6
31,12.299999999999999,0.089,0.03,0.9863,0.9270213947165757,0.7399788980837911,0.6278775310710109,0.4504400820005685,0.28740991349332035,0.5045525708663231,0.29526893934234977,0.7509392478968948,6.8,8,3.55,4.711382121793039,7.7,4.5,10,0.78
32,11.9,0.085,0.68,0.987,0.0413989017251879,0.7715142660308629,0.5637060960394403,0.33350467262789607,0.7486081037204713,0.8018996133296119,0.8298661732114851,0.5318535533733666,11.2,12,3.21,5.545341690704614,2.4499999999999997,4.61,24,0.25
33,9.5,0.073,0.46,0.9901,0.569357031956315,0.5590569011401385,0.48997005043367553,0.2794483248144388,0.8503833503928035,0.5473189979418396,0.8440945914480835,0.36283297440968454,11,7,3.0799999999999996,6.861717750792387,2.4,4.64,29,0.5
34,11.4,0.107,0.49,1.0062,0.8291130480356514,0.9334582779556513,0.669661007426758,0.025523863965645432,0.7248261685017496,0.5650632193205098,0.2789332091342658,0.7874272130429745,7.2,35,3.42,6.102790075653105,2.4,4.77,85,0.37
35,11.2,0.062,0.1,0.98512,0.5638245269656181,0.5397962995339185,0.5957090342473156,0.13045196095481515,0.8413761095143855,0.6001822413956467,0.5593876494094729,0.8479942369740456,6.1000000000000005,41,3.55,5.052467666192042,2.1,4.76,53,0.53
36,9.1,0.075,0,0.998,0.7219413127750158,0.8891238803043962,0.41482645908648824,0.8274892659392208,0.7038316398393363,0.5021555159914249,0.5459589262027293,0.4471258381381631,7.5,5,3.52,5.5358064936594635,2.4,4.52,11,0.6749999999999999
37,10.5,0.08099999999999999,0.36,0.9978,0.6509381253272295,0.7232055624481291,0.2910438227395105,0.45506778825074434,0.3168410293292254,0.3136553656727022,0.620841903379187,0.027073340956121683,7.7,19,3.38,4.620590768094711,6,4.8,100,0.48
38,11.700000000000001,0.076,0.32,0.98456,0.7105059660971165,0.7738607753999531,0.4896951183026808,0.09979127068072557,0.970840155147016,0.4336492649638021,0.32004969706758857,0.8764979313127697,8.7,28,3.4099999999999997,5.059794076008938,1.7,4.72,50,0.36
39,9.4,0.401,0.26,1.0069,0.7462157362606376,0.5679009284358472,0.793090946942597,0.7313333123456687,0.22169903689064085,0.7555406593363662,0.9558890608604997,0.4004440743010491,7.5,18,3.19,6.521113954133206,1.7,5.14,51,0.6900000000000001
40,9.2,0.07400000000000001,0.35,1.0073999999999999,0.19745613657869399,0.090928943594917655,0.36573367232212234,0.2742842936422676,0.4956555203534663,0.3982527921256567,0.7535397147294134,0.8942095243837684,8,23,3.28,3.457713496885642,2.1,4.5600000000000005,67,0.53
41,11.6,0.039,0.2,1.0035,0.4216249752789736,0.7134264975320548,0.5420739736049552,0.4059117843862623,0.029237747425213456,0.48672629521910715,0.1823964868672192,0.5062091504223645,7.5,26,3.4099999999999997,5.014698747388614,1.5,4.57,65,0.42
42,10.7,0.066,0.07,1.0062,0.02375417551957071,0.1599265243858099,0.6206613051664768,0.19426114112138748,0.254765389719978,0.3565619563873601,0.11761878104880452,0.09065169165842235,6.8,8,3.4699999999999998,4.9813889710709995,1.5,4.58,13,0.705
43,10.1,0.082,0,0.99635,0.25033078948035836,0.21807769779115915,0.3915878523677547,0.2504905965179205,0.09903872688300908,0.2993137692364392,0.453557652188465,0.6724065272137523,7.7,24,3.4099999999999997,4.943788356846282,1.5,4.58,33,0.7
44,9.1,0.226,0.24,1.0090999999999999,0.6707050120458007,0.3733226249460131,0.6570773059796288,0.8794393811840564,0.3904516308102757,0.5228689350641553,0.18696913355961442,0.8543566465377808,8.899999999999999,7,3.3499999999999996,5.442951976163881,2.4,4.6,16,0.7
45,9.5,0.060000000000000005,0.26,1.0081,0.45160262705758214,0.7115993634797633,0.6365229645794395,0.19718461716547608,0.7216666988097131,0.43658050204345994,0.0737988178152591,0.5388095488306135,7.5,37,3.4,3.18568339624657,7.1000000000000005,4.49,123,0.6
46,11.1,0.076,0.13,0.99574,0.8141806179191917,0.8244330263696611,0.7104880917259808,0.6042361734434962,0.06550385779701173,0.7230999862212953,0.6397231156006455,0.5850695406552404,6.5,31,3.4499999999999997,6.738336241303404,2.1999999999999997,4.75,39,0.5
47,10,0.105,0.54,0.98735,0.3022410736884922,0.8190338511485606,0.558051871520954,0.5251273133326322,0.8366441598627716,0.7657875804891815,0.8926274266559631,0.26485926820896566,11.799999999999999,24,3.05,7.352967341336645,1.4,4.76,39,0.41
48,11,0.084,0,1.00619,0.44917560019530356,0.8595635076053441,0.45257142226937047,0.16722017247229815,0.5742091715801507,0.1690432218135511,0.2912308368831873,0.6962619086261839,8.1,11,3.36,4.046503760145219,1.9,4.68,22,0.755
49,9.8,0.07400000000000001,0,1.0083,0.46807054127566516,0.7803249470889568,0.5559889363780111,0.6819378454238176,0.20400940743274987,0.35427973817219655,0.3900362967979163,0.4037490049377084,7.5,8,3.6399999999999997,6.756256253633432,1.9,4.96,21,0.68
50,10,0.07100000000000001,0.05,1.00814,0.1826468608342111,0.8852542745880783,0.6472449660509738,0.3433849907014519,0.34497147402726114,0.5811170006526583,0.28126960014924407,0.4861239029560238,9.2,28,3.3899999999999997,5.443931560607509,2.3,4.53,95,0.8099999999999999
51,10.7,0.062,0.46,0.9959,0.11586545873433352,0.07054002722725272,0.6010236444702604,0.4448340507224202,0.9525299337692559,0.6302564023792622,0.6205412924755365,0.9811443435028195,10.1,28,3.21,6.975780735393884,1.5999999999999999,4.83,44,0.26
52,11.9,0.057,0.27,0.99384,0.760436540003866,0.8603569914121181,0.4855355448535777,0.4574336386285722,0.9638218549080193,0.9389565411631118,0.7607699725776911,0.5890950087923557,6.7,10,3.2399999999999998,6.687049775776814,2.6999999999999997,4.5600000000000005,43,0.32
53,9.8,0.066,0.13,0.9973,0.09853785671293736,0.3366835240740329,0.7650921102360032,0.658070829231292,0.8546075851190835,0.3812945520620302,0.7940387276466936,0.7419174923561513,6.9,17,3.6399999999999997,4.548040002963565,1.9,4.64,37,0.52
54,9.1,0.069,0.4,1.008,0.9196843770332634,0.7846848147455603,0.5556136583302586,0.9764098168816417,0.17312608426436782,0.7212962258520604,0.15586268808692694,0.4206631714478135,9,21,3.4699999999999998,5.05167818216999,2.1,4.64,53,0.42000000000000004
55,9.299999999999999,0.065,0,1.0068,0.6446806031744927,0.7770224229898304,0.33727603557651537,0.9482541223987937,0.2902803460601717,0.5586047754288855,0.023426428204402328,0.19508695346303284,6.8,14,3.52,5.6736171291244695,2,4.67,55,0.705
56,9.8,0.053,0.49,1.0076,0.4292473264504224,0.5653585272375494,0.3624896910825365,0.5013970583677292,0.22231869655661285,0.6130028702491904,0.15354621759615839,0.126152551965788,10.799999999999999,20,3.17,6.326419414581078,2.1,4.51,39,0.29
57,10.4,0.09699999999999999,0.14,0.9964,0.4064634386450052,0.1678454615175724,0.30911397751668934,0.3331266294699162,0.47122272523120046,0.5991760897616166,0.4073020867072046,0.03876535827293992,7.8,23,3.3499999999999996,6.326419414581078,2.9,4.57,42,0.42
58,9.200000000000001,0.062,0.18,0.9951,0.30365464254282415,0.21365342428907752,0.4797612663754043,0.5282830931246281,0.06740889488719404,0.3236440019380514,0.7213695964310318,0.4861983838491142,7.2,9,3.11,5.446557428606449,1.4,4.6,50,0.62
59,9.6,0.095,0.16,0.9968,0.33144587371498346,0.8336935043334961,0.5546228381298427,0.507541049271822,0.6760885550174862,0.4510455256501034,0.261645465856418,0.7128270615357906,7.7,14,3.4099999999999997,7.860805563595052,1.7999999999999998,4.62,37,0.52
60,9.6,0.09999999999999999,0.2,0.998,0.28079882450401783,0.5654368896503001,0.16941861519650148,0.5735582099296153,0.620599671266973,0.776443398351808,0.47035075165331364,0.36760340351611376,8.7,20,3.3699999999999997,6.09475455957495,2.6999999999999997,4.7,57,0.37
61,11.1,0.063,0.4,0.9952,0.8921788448933512,0.47322084684856236,0.36765606938870815,0.1609293012879789,0.41493699164129794,0.36748526830727574,0.04290063469670713,0.7974628070369363,7.2,23,3.53,5.186305070723239,1.5,4.63,68,0.24000000000000002
62,9.2,0.096,0.13,0.9984,0.9529145206324756,0.95160799077712,0.30982839043707683,0.8495890430640429,0.8483948805369437,0.2956063856297811,0.4168396480381489,0.6766731387469918,8.5,16,3.1999999999999997,6.489831319319897,2.8,4.62,65,0.6
63,9.8,0.079,0.39,0.98729,0.7477382267825305,0.406823304714635,0.5477541220549709,0.33622262603603303,0.572070159483701,0.3780745118311309,0.3200442595407367,0.06352918851189315,10,30,3.19,5.670950876451558,2.4,4.59,66,0.37
64,9.9,0.094,0.05,0.9859,0.2056492620613426,0.854159610811621,0.4273320606087379,0.9961264340672642,0.9950767615810037,0.348614560550589,0.7605890624690801,0.15723748761229217,8.1,15,3.25,6.910573868048383,2.1,4.55,28,1.04
65,9.3,0.06099999999999999,0.44,1.0086,0.2238805377855897,0.33850051858462393,0.4975408769305892,0.6429698877036572,0.9552134375553578,0.44950222707408155,0.4996965788304806,0.12881223065778613,11.6,8,3.15,5.649671878128284,3.5,4.82,19,0.25
66,9.700000000000001,0.07100000000000001,0.21,0.99689,0.7984531905967742,0.29009786853566766,0.7070014899839268,0.16822354402393103,0.35064945952035487,0.500062385471671,0.909511846024543,0.6469211818184704,6.6000000000000005,16,3.6199999999999997,4.969541194999377,1.7,4.66,29,0.62
67,9.6,0.09,0.11,0.9865,0.6106533617712557,0.4026957752648741,0.4649626619539223,0.47538969735614955,0.09602713235653937,0.42368941257420856,0.277964397566393,0.674762069247663,8.6,18,3.2199999999999998,4.588360547242386,1.7999999999999998,4.82,62,0.725
68,9.700000000000001,0.133,0,0.99627,0.21877067419700325,0.7884925827383995,0.26443287264584303,0.4129730660934001,0.6928333712276071,0.7633795343581362,0.9593093162402511,0.6993015087209642,7.3,8,3.48,4.2735704459313375,1.7,4.58,13,0.7
69,10.8,0.066,0.11,0.99483,0.564550468698144,0.6396307682152838,0.5845366354217544,0.6348830217029899,0.4813356299418956,0.3618294541194752,0.515452487859875,0.39873421704396605,6,20,3.5799999999999996,6.599708683382873,1.7,4.66,26,0.6
70,10.3,0.07100000000000001,0.29,1.00603,0.371444538468495,0.04963105428032577,0.588576036050948,0.31964189861901104,0.4861760039348155,0.5640395282544948,0.34730733721517026,0.6697623443324119,8.399999999999999,29,3.28,4.8912180930070965,1.5,4.54,43,0.44
71,9.4,0.066,0.04,0.99745,0.28679402731359005,0.7189956307411194,0.9482347523819549,0.23529711971059442,0.660172407515347,0.5678128676950636,0.15864715608768165,0.7779705731663853,7.4,20,3.5599999999999996,4.102948066355149,2.4,4.55,88,0.58
72,11.2,0.11,0.16,1.00454,0.9769854405894876,0.6735104089602828,0.48439702055468475,0.08325426024384797,0.8087515393272042,0.7635970577994468,0.7634235986042768,0.634755955543369,8.2,5,3.25,6.63757065623796,1.9,4.58,8,0.6
73,10.9,0.06400000000000002,0.46,0.98534,0.7734205655287951,0.8260619917418808,0.7117490077846059,9.742474649101496e-4,0.021616244921460748,0.34889263149926664,0.7563356526661664,0.8580280421301723,7.4,26,3.4299999999999997,8.222363957968662,2,4.85,45,0.35
74,12.5,0.066,0.32,1.0036399999999999,0.11669723968952894,0.06994338938966393,0.7245530375307241,0.1255303928628564,0.6860150438733399,0.5636133294935486,0.9363959070760757,0.963252589572221,8.1,16,3.44,6.546651467487438,1.7999999999999998,4.5600000000000005,34,0.32
75,9.200000000000001,0.07400000000000001,0.41,1.0084,0.41092549334280193,0.7655897901859134,0.40954550732836353,0.19344446645118296,0.3825045183766633,0.1951349472633474,0.31892429338768125,0.4992101399693638,11,9,3.11,4.560845212611286,2.1,4.67,18,0.4
76,9.6,0.066,0.06,0.9972,0.6076432541012764,0.44654920417815447,0.33475523111417127,0.24592465651221573,0.79763667518273,0.5669989488303442,0.5470571925397962,0.9507880159653723,7.4,11,3.3899999999999997,5.3656772963195865,1.5,4.7,27,0.5599999999999999
77,9.7,0.107,0.15,0.99976,0.4179912838153541,0.9445131139364094,0.4143777507674194,0.5139081107918173,0.5034376750700176,0.267947686693416,0.23144495324231684,0.6783684594556689,9.299999999999999,11,3.3099999999999996,4.708599319324233,3.1,4.54,61,0.66
78,9.6,0.397,0.66,0.9982,0.40465949242934585,0.12261617509648204,0.37486628886971246,0.47959303786046803,0.9805687479674816,0.4330049301065635,0.6361523589584976,0.762921468121931,9.7,14,3.1999999999999997,4.864384980398776,2.1999999999999997,4.67,36,0.56
79,11.1,0.076,0.33,0.99599,0.41914459341205657,0.5015378356911242,0.3492699690469972,0.24425997398793697,0.38711784244515,0.371914271132124,0.06397418375127017,0.5655428636819124,8.399999999999999,13,3.3,5.515014614205694,2.3,4.8100000000000005,46,0.37
80,12.8,0.078,0.46,0.9973,0.4819872791413218,0.31392087670974433,0.39171615664956716,0.9010912990197539,0.39801279199309647,0.5961434102664295,0.2371236700564623,0.9747056369669735,8.1,17,3.38,7.8358118826804395,3.5,4.86,37,0.36
81,9.4,0.058,0.08,1.00651,0.42693822365254164,0.5898635042831302,0.5760586545283648,0.06829496729187667,0.8007409845013171,0.26401781610688874,0.8333614936564118,0.42903688666410744,7,30,3.4499999999999997,5.630962600295444,1.7999999999999998,4.82,40,0.64
82,10.6,0.06400000000000002,0.36,0.9978,0.34562992257997394,0.8361874572001398,0.6631856466276225,0.23003844474442303,0.02943999320268631,0.13173469009514394,0.6868328563869,0.041341176023706794,7.5,14,3.36,4.70266629731933,5.800000000000001,4.83,85,0.47000000000000003
83,9,0.224,0.37,0.99369,0.15929063991643488,0.6037030278239399,0.43586326946426923,0.8924159875605255,0.7611381390597671,0.4275069472682109,0.9655329447705299,0.6572077989112586,10.399999999999999,57,3.21,5.494241603516119,15.3,4.77,95,0.54
84,11.8,0.11299999999999999,0.41,0.99604,0.002554722363129258,0.6687234663404524,0.5457245755855871,0.4221428020391613,0.3784024161286652,0.6229736117849637,0.7361411571037024,0.42780529824085534,9.2,8,3.1599999999999997,7.713704546191506,2.3,4.58,12,0.37
85,11.4,0.063,0.34,0.98594,0.17937011807225645,0.5222046356648207,0.3981003007664378,0.26004372420720756,0.12932625971734524,0.5765713600623759,0.9476452865637839,0.34555609757080674,8.399999999999999,18,3.4299999999999997,7.628390767574375,2.4,4.78,45,0.24000000000000002
86,10.4,0.08800000000000001,0.49,1.0004,0.4244828491937369,0.038586262380704284,0.704186001167714,0.20617444370873272,0.05465477565303445,0.24640599666594645,0.9859274215996265,0.7169418749399483,12.1,14,3.19,4.956003810373736,2.6,4.61,43,0.36
87,9.8,0.084,0.29,1.00578,0.8106092172674835,0.9269494186155498,0.2036528061481373,0.8163665034808218,0.893004706595093,0.6751788280479409,0.1331009150017053,0.045069539453834295,6.4,34,3.36,4.648043135795614,2,4.62,98,0.44
88,9.4,0.08600000000000001,0.38,0.98666,0.2705870419740677,0.02239360101521015,0.31731249609650997,0.8878385594580323,0.0931640591006726,0.43458143226752155,0.5388547966722399,0.324542835354805,8.799999999999999,7,3.23,4.639644496558318,1.4,4.52,18,0.51
89,9.9,0.069,0.32,1.00656,0.17883615638129413,0.3806982177775353,0.4813980438224467,0.17012202995829284,0.05309506575576961,0.6834386527496028,0.368320852285251,0.44121653819456697,8.2,18,3.3,6.687224627768705,2,4.5,72,0.75
90,10,0.098,0.32,0.9979,0.6046864497475326,0.2618368840776384,0.6337465350145738,0.19499477348290384,0.9292775669600815,0.6847217811186971,0.6382671084720641,0.875638266094029,9.899999999999999,24,3.32,3.226130907878283,2.4,4.62,92,0.69
91,10.6,0.091,0.37,0.98786,0.9599749196786433,0.8029310626443475,0.40023268696523506,0.9645601343363523,0.650382460327819,0.31973129332601113,0.8917263096664101,0.24187534395605326,9.799999999999999,12,3.27,3.212132503848756,2.1999999999999997,4.5600000000000005,21,0.39999999999999997
92,11.5,0.065,0.46,0.99598,0.7529796694871038,0.7478486844338477,0.3247274647293328,0.7280110407155007,0.8207425598520786,0.5633409774193664,0.07553569227457047,0.4264031508937478,10.7,16,3.09,5.756306496752252,2.1,4.84,26,0.41000000000000003
93,11.2,0.06799999999999999,0.27,0.99518,0.18211157387122512,0.8833363698795438,0.5366762991121052,0.012328107841312885,0.006857672706246376,0.7675361904456843,0.33736904710531235,0.39801274286583066,8.7,20,3.19,6.798953659161556,1.7999999999999998,4.85,36,0.44999999999999996
94,10.9,0.084,0.46,1.00534,0.1701540695503354,0.4540293200407177,0.41893778124056325,0.9322430265601724,0.576703273691237,0.36747866685407987,0.8329788125120103,0.3058188655413687,7.4,26,3.4299999999999997,5.235528751079828,2,4.85,46,0.33999999999999997
95,9.299999999999999,0.063,0.2,1.0077,0.8046859470196068,0.2282355218194425,0.28479429531994743,0.07602566620334983,0.10059702256694436,0.5367507389428887,0.8612217840272933,0.8484403847251087,6.8,31,3.32,4.490209334571693,7.7,4.54,77,0.705
96,11,0.08099999999999999,0.19,0.99476,0.12115599447861314,0.47939179465174675,0.35726172507723974,0.1898328245151788,0.5277563091367483,0.35802329982700937,0.5507321257609874,0.844354307744652,7.2,20,3.42,4.606686803016389,2.1999999999999997,4.5600000000000005,37,0.39999999999999997
97,11.9,0.06400000000000002,0.53,1.0062,0.2711077923886478,0.6743957807775587,0.6064683520246021,0.25875084404833615,0.7566354053560644,0.36652648588353665,0.01459938520565629,0.1310127426404506,9.6,8,3.23,7.487831062370168,2.3,5.13,18,0.28
98,12.1,0.053,0.38,0.98468,0.6354738201480359,0.6582257237751037,0.5438772189971488,0.9457144076004624,0.7769576150458306,0.673184535505346,0.05433196946978569,0.21412783837877214,8.899999999999999,12,3.3299999999999996,8.599830608063362,3.1999999999999997,4.73,20,0.33
99,12.4,0.079,0.42,1.00376,0.4267275291495025,0.893478293903172,0.3463144578832825,0.15306866075843573,0.8399171587079763,0.6523930864163545,0.6583334796596318,0.005691699218004942,8.399999999999999,11,3.2399999999999998,7.252560996098664,1.7999999999999998,4.54,17,0.22
100,9.2,0.083,0.54,0.9983,0.6856965566985309,0.4970138370990753,0.5293145962529111,0.04246513685211539,0.884078660979867,0.5917749379158277,0.43866595160216093,0.6009242571890354,9,27,3.42,7.659934375062712,2.4,4.54,58,0.22
101,11,0.126,0.36,0.99722,0.5848639043979347,0.2262936916667968,0.7182224532842956,0.7759505494032055,0.7006732949521393,0.4159441460345291,0.3567628338932991,0.9278653941582888,9.799999999999999,28,3.21,5.801703164258386,2.6999999999999997,4.68,54,0.48
102,11.799999999999999,0.107,0.53,0.9886,0.2904670350253582,0.7650421815924346,0.5282591417607241,0.4253687730524689,0.29476877115666866,0.5744929055383029,0.39465120527893305,0.6717924179974943,10.1,8,3.3,6.058530464903581,6.6000000000000005,4.82,17,0.39
103,11.7,0.108,0.49,1.0102,0.9889376279897988,0.2803977618459612,0.14236931417353652,0.25693468004465103,0.7812775529455394,0.4115432582909821,0.7306850522290915,0.1477768188342452,11.1,12,3.0999999999999996,4.629529232075502,4.5,4.5600000000000005,17,0.54
104,11.8,0.1,0.49,0.9909999999999999,0.17699238285422325,0.7903340917546302,0.6105185314674267,0.1360367254819721,0.48501287517137825,0.3000593089895691,0.9539216209668666,0.05314328917302191,12.7,7,3.28,5.376326528391063,4.2,4.74,15,0.6
105,10.7,0.064,0,0.985,0.5766591045539826,0.8953646691516042,0.7810213417771391,0.38852660078555346,0.15662797261029482,0.41803226708135705,0.255749594187364,0.8044939744286239,6.2,42,3.57,5.2703776887042135,2,4.93,56,0.53
106,9.700000000000001,0.078,0.18,1.00638,0.8802819072734565,0.8820493831299245,0.5856205084992486,0.8633819303940982,0.21060957782901824,0.5933593811459839,0.5847176150418818,0.053715874906629324,7.5,17,3.34,5.993835931247146,2.3,4.54,60,0.565
